date,low,open,volume,high,close,adjustedclose,rsi,BBB_5_2.0,BBP_5_2.0,ema7,day_direction,golden_crossover_short,death_crossover_short,golden_crossover_long,death_crossover_long,RSI_overbought_cross,RSI_oversold_cross,RSI_overbought,RSI_oversold,momentum,psr,ir,ffer,sp500_return,sp500_BBB_5_2.0,sp500_BBP_5_2.0
2015-05-28,5.639999866485597,5.639999866485597,0,5.639999866485597,5.639999866485597,46.06945419311523,95.1186927174241,3.936961173429815e-15,5.0,5.60516274949919,0,0,0,0,0,0,0,1,0,2.6955528259277273,7.5,2.1975,0.123225806,-0.0012667884792887385,1.7086298982110102,0.4922739942259644
2015-05-29,5.6599998474121085,5.6599998474121085,2041,5.769999980926514,5.769999980926514,47.13133239746094,96.90355340512913,3.6710234233406984,1.0000000000002391,5.646372057356021,1,0,0,0,0,0,0,1,0,3.0222854614257812,7.5,2.1975,0.123225806,-0.006318400218786491,1.6750553908248311,0.2462948747413529
2015-06-01,5.769999980926514,5.769999980926514,0,5.769999980926514,5.769999980926514,47.13133239746094,96.90355340512912,4.4755298916653965,0.8061862178479963,5.677279038248644,0,0,0,0,0,0,0,1,0,3.0222854614257812,7.4,2.363636364,0.129,0.0020594194714789182,1.4155122285373585,0.4402348604373965
2015-06-02,5.769999980926514,5.769999980926514,0,5.769999980926514,5.769999980926514,47.13133239746094,96.90355340512912,4.4551794402942955,0.7041241452319991,5.700459273918112,0,0,0,0,0,0,0,1,0,2.4504928588867188,7.4,2.363636364,0.129,-0.0010086516742198182,1.2034922145701628,0.3036073865160916
2015-06-03,5.764999866485597,5.764999866485597,1967,5.764999866485597,5.764999866485597,47.09048843383789,95.23078506213787,3.589512900038984,0.6067202897040027,5.716594422059982,0,0,0,0,0,0,0,1,0,1.0210342407226634,7.4,2.363636364,0.129,0.0021188850967008843,0.8720304020850791,0.5734929900234358
2015-06-04,5.75,5.760000228881836,1017,5.760000228881836,5.75,46.96796417236328,90.20044976870432,0.5374473100789772,0.01587785121578603,5.724945816544986,0,0,0,1,0,0,0,1,0,0.898509979248054,7.4,2.363636364,0.129,-0.008623177094419732,1.20379730790059,0.03154464767774296
2015-06-05,5.730000019073486,5.730000019073486,21,5.730000019073486,5.730000019073486,46.804603576660156,83.8412266316993,1.067379851363503,0.06061245832005146,5.726209367177111,0,0,0,0,0,0,0,1,0,0.735149383544929,7.4,2.363636364,0.129,-0.0014361783342240475,1.6579538844503146,0.15658787098345095
2015-06-08,5.730000019073486,5.730000019073486,0,5.730000019073486,5.730000019073486,46.804603576660156,83.8412266316993,1.1725351125935897,0.21813933127083424,5.727157030151204,0,0,0,0,0,0,0,1,0,0.735149383544929,7.4,2.363636364,0.129,-0.006474486699827421,2.371944916015547,0.11736823094586855
2015-06-09,5.730000019073486,5.730000019073486,0,5.730000019073486,5.730000019073486,46.804603576660156,83.84122663169931,0.9951439269432321,0.3074613657048019,5.727867777381775,0,0,0,0,0,0,0,1,0,0.735149383544929,7.4,2.363636364,0.129,0.0004184140664076352,2.4238002280079494,0.2577904752590722
2015-06-10,5.673999786376952,5.673999786376952,3973,5.673999786376952,5.673999786376952,46.3471794128418,67.2584725146102,1.7893398198323975,0.023437295363912494,5.714400779630569,0,0,0,0,0,0,0,0,0,0.2777252197265696,7.4,2.363636364,0.129,0.012042400788404573,1.8803037229922293,0.8698733071589504
