date,low,open,volume,high,close,adjustedclose,rsi,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,sma7,sma22,sma50,sma252,ema7,ema22,ema50,ema252,ema7zone,ema22zone,ema50zone,ema252zone,day_direction,golden_crossover_short,death_crossover_short,golden_crossover_long,death_crossover_long,RSI_overbought_cross,RSI_oversold_cross,RSI_overbought,RSI_oversold,momentum,psr,m2,ccpi,dspic,ir,ffer
1997-05-30,1.4791669845581057,1.5,2594400,1.5104169845581057,1.5,1.5,,1.460220624349756,1.5239582061767578,1.5876957880037597,8.364741443520817,0.31205589002587375,1.4918152945382255,,,,1.5527691303619318,,,,0.13070248652781746,,,,0,0,0,0,0,0,0,0,0,-0.4583330154418943,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548
1997-06-02,1.5,1.5104169845581057,591600,1.53125,1.5104169845581057,1.5104169845581057,,1.464946493642841,1.526041603088379,1.587136712533917,8.007004438397324,0.3721287295163819,1.5037201472691126,,,,1.5421810939109752,,,,0.1058393648958631,,,,1,0,0,0,0,0,0,0,0,-0.21875,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-03,1.4791669845581057,1.53125,1183200,1.53125,1.4791669845581057,1.4791669845581057,,1.4716158140090283,1.505208396911621,1.5388009798142137,4.463512557001117,0.11239341986552907,1.515625,,,,1.5264275665727578,,,,0.0924002775323709,,,,0,0,0,0,0,0,0,0,0,-0.22916603088378862,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-04,1.3958330154418943,1.4791669845581057,3080400,1.4895830154418943,1.4166669845581057,1.4166669845581057,,1.413321422461762,1.4822917938232423,1.5512621651847225,9.305910165445423,0.024253618113850788,1.5037202835083008,,,,1.4989874210690948,,,,0.09273770814927818,,,,0,0,0,0,0,0,0,0,0,-0.21875,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-05,1.375,1.4166669845581057,5672400,1.5416669845581057,1.5416669845581057,1.5416669845581057,38.52358778856729,1.406250286101911,1.4895835876464845,1.5729168891910579,11.188805010430942,0.812500500677768,1.4977679933820451,,,,1.5096573119413474,,,,0.11122002725148494,,,,1,0,0,0,0,0,0,0,0,0.11458396911621138,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-06,1.5104169845581057,1.515625,7807200,1.7083330154418943,1.65625,1.65625,48.66871705926787,1.3621718649951224,1.5208335876464845,1.6794953102978465,20.86509976372809,0.9267456891637155,1.5156251362391882,,,,1.5463054839560106,,,,0.13289402815956097,,,,1,0,0,0,0,0,0,0,0,0.2604169845581057,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-09,1.65625,1.65625,2352000,1.7083330154418943,1.6875,1.6875,51.04167520528578,1.3506010987190422,1.5562501907348634,1.7618992827506845,26.428795734792924,0.8191110837849924,1.5416668483189173,,,,1.581604112967008,,,,0.11269127498014431,,,,1,0,0,0,0,0,0,0,0,0.1875,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-10,1.53125,1.7083330154418943,5458800,1.7083330154418943,1.5833330154418943,1.5833330154418943,43.7769640252493,1.3863249472843056,1.5770833969116211,1.7678418465389367,24.191295146581975,0.5163809743224561,1.5535715648106165,,,,1.5820363385857297,,,,0.12878921009558186,,,,0,0,0,0,0,0,0,0,0,0.0,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-11,1.53125,1.59375,1188000,1.6041669845581057,1.5416669845581057,1.5416669845581057,41.24805267274467,1.48247777984656,1.602083396911621,1.721689013976682,14.931259795292549,0.24743488710630088,1.5580358505249023,,,,1.5719440000788236,,,,0.11482115371121271,,,,0,0,0,0,0,0,0,0,0,0.01041698455810569,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-12,1.5520830154418943,1.5833330154418943,1632000,1.6458330154418943,1.6041669845581057,1.6041669845581057,46.26276318110841,1.5108343612623076,1.614583396911621,1.7183324325609344,12.85149294211309,0.4497999557859782,1.5758929933820451,,,,1.5799997461986441,,,,0.10955336528340953,,,,1,0,0,0,0,0,0,0,0,0.09895896911621138,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-13,1.5833330154418943,1.625,693600,1.625,1.5833330154418943,1.5833330154418943,44.88737744650239,1.5035347473983607,1.6,1.6964652526016395,12.058156575204926,0.41361146055910225,1.5997024263654436,,,,1.5808330635094567,,,,0.09258177010208346,,,,0,0,0,0,0,0,0,0,0,0.08333301544189431,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-16,1.5625,1.6041669845581057,913200,1.6041669845581057,1.5729169845581057,1.5729169845581057,44.18018854226236,1.5362587235951373,1.5770833969116211,1.617908070228105,5.1772370943008115,0.44897188372805463,1.6041667120797294,1.5750473629344592,,,1.578854043771619,1.5750473629344592,,,0.07985307371608896,0.1410984992980957,,,0,0,0,0,0,0,0,0,0,0.0625,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-17,1.4947919845581057,1.5989580154418943,4706400,1.5989580154418943,1.5052080154418943,1.5052080154418943,39.79154203331782,1.4922362788053867,1.5614583969116211,1.6306805150178556,8.86634165125982,0.09369647297269962,1.5825892857142858,1.5544507720253684,,,1.5604425366891879,1.5689743761959756,,,0.08593131300801393,0.13788698030554736,,,0,0,0,0,0,0,0,0,0,0.02604103088378862,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-18,1.5,1.5208330154418943,2464800,1.5364580154418943,1.5104169845581057,1.5104169845581057,40.28300550317958,1.4751692049317588,1.555208396911621,1.6352475888914833,10.293050389749233,0.22019075127104704,1.5572917120797294,1.5445075902071865,,,1.5479361486564174,1.5638824290970303,,,0.07356298861648392,0.1290670703174035,,,1,0,0,0,0,0,0,0,0,0.09375,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-19,1.5,1.5104169845581057,1003200,1.53125,1.5104169845581057,1.5104169845581057,40.283005503179574,1.4679931932982784,1.536458396911621,1.6049236005249636,8.912080372753605,0.3098200912350729,1.5468751362391882,1.5355114069851963,,,1.5385563576318395,1.5592332600066892,,,0.06298474146236277,0.12056123811589026,,,0,0,0,0,0,0,0,0,0,-0.03125,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-20,1.5,1.53125,3387600,1.5520830154418943,1.5260419845581057,1.5260419845581057,41.9319594253369,1.4750868700896895,1.5250001907348634,1.5749135113800372,6.546008446218192,0.510436029999369,1.5446429933820451,1.5305398160761052,,,1.535427764363406,1.5563470621415951,,,0.06025930995724549,0.11460661005728201,,,1,0,0,0,0,0,0,0,0,-0.1302080154418943,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-23,1.4791669845581057,1.5416669845581057,1047600,1.5416669845581057,1.5,1.5,39.95186296308604,1.4929860726366497,1.5104167938232422,1.5278475150098347,2.3080677145373882,0.2011944109560222,1.5297619955880302,1.53385422446511,,,1.5265708232725546,1.5514473176075434,,,0.060819482467934005,0.11007560048708354,,,0,0,0,0,0,0,0,0,0,-0.1875,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-24,1.4791669845581057,1.5052080154418943,751200,1.5260419845581057,1.5104169845581057,1.5104169845581057,41.14901025860305,1.4947917461384945,1.5114585876464843,1.5281254291544741,2.205398367406414,0.4687522351526739,1.519345419747489,1.539062586697665,,,1.5225323635939423,1.5478794625597663,,,0.057333361850950615,0.10457989609690244,,,1,0,0,0,0,0,0,0,0,-0.07291603088378862,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-25,1.4895830154418943,1.5260419845581057,2106000,1.5260419845581057,1.5104169845581057,1.5104169845581057,41.14901025860305,1.4947917461384945,1.5114585876464843,1.5281254291544741,2.205398367406414,0.4687522351526739,1.5104168483189173,1.5395360859957608,,,1.519503518834983,1.5446218557770133,,,0.05211476366726586,0.09865633722901657,,,0,0,0,0,0,0,0,0,0,-0.03125,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-26,1.5052080154418943,1.5208330154418943,3189600,1.5208330154418943,1.5104169845581057,1.5104169845581057,41.149010258603056,1.4947917461384945,1.5114585876464843,1.5281254291544741,2.205398367406414,0.4687522351526739,1.5111609867640905,1.5362217209555886,,,1.5172318852657636,1.5416475191492822,,,0.0429923227504494,0.09143622094823245,,,0,0,0,0,0,0,0,0,0,-0.09375,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-27,1.4791669845581057,1.515625,1188000,1.515625,1.4895830154418943,1.4895830154418943,39.19698788541625,1.487499618530265,1.5041667938232421,1.5208339691162194,2.2161339236339805,0.06250000000021733,1.5081847054617745,1.5343277671120383,,,1.5103196678097963,1.5371201710008138,,,0.0413587459233109,0.0866555074259423,,,0,0,0,0,0,0,0,0,0,-0.09375,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-06-30,1.4791669845581057,1.5104169845581057,2746800,1.5989580154418943,1.5416669845581057,1.5416669845581057,46.08300104738257,1.4791665077188965,1.5125001907348632,1.54583387375083,4.40775918180496,0.9374973177922118,1.5126489911760603,1.535984992980957,,,1.5181564969968737,1.5375155460927523,,,0.06096681716343055,0.08953685729184202,,,1,0,0,0,0,0,0,0,0,-0.03125,6.6,3896.0,169.4,8240.5,6.493809524,5.555666667000001
1997-07-01,1.5104169845581057,1.5416669845581057,1292400,1.5416669845581057,1.515625,1.515625,43.434315374833176,1.4802081108072755,1.5135417938232423,1.546875476839209,4.40472580962103,0.5312477648473448,1.5111608505249023,1.5366952202536843,,,1.5175236227476554,1.5356120203455565,,,0.05353761287257286,0.08446843491863842,,,0,0,0,0,0,0,0,0,0,0.01041698455810569,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-02,1.5104169845581057,1.515625,3882000,1.59375,1.5885419845581057,1.5885419845581057,51.7897387398133,1.4611463317161166,1.5291667938232423,1.597187255930368,8.896408473147657,0.9364509509017539,1.5238097054617745,1.5402463566173206,,,1.535278213200268,1.5402146259292566,,,0.06098646351490333,0.08436970279022615,,,1,0,0,0,0,0,0,0,0,0.078125,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-03,1.59375,1.5989580154418943,12577200,1.9166669845581052,1.9114580154418943,1.9114580154418943,71.71535422771639,1.3002967313749545,1.609375,1.9184532686250455,38.40972658641342,0.9886836864748368,1.5811012813023158,1.5598959489302202,,,1.6293231637606747,1.5724966597999208,,,0.1264690937757038,0.10511294468308519,,,1,0,0,0,0,1,0,1,0,0.4010410308837886,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-07,1.8333330154418943,1.8333330154418943,8053200,2.0208330154418945,2.0,2.0,74.79185783924677,1.3059519070933958,1.711458396911621,2.1169648867298463,47.38724476738366,0.855779266587968,1.6510417120797294,1.5864110859957608,,,1.721992372820506,1.6096708632955798,,,0.14172682033177786,0.11227703644977338,,,1,0,0,0,0,0,0,1,0,0.4739580154418943,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-08,2.041666984558105,2.041666984558105,15517200,2.3333330154418945,2.3020830154418945,2.3020830154418945,81.9895466856766,1.2908942771322427,1.863541603088379,2.436188929044515,61.457959941125964,0.882907063803444,1.764136859348842,1.620975451035933,,,1.867015033475853,1.6698806156561292,,,0.17921162296978066,0.12787607944403545,,,1,0,0,0,0,0,0,1,0,0.8020830154418945,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-09,2.2708330154418945,2.3020830154418945,8262000,2.385416984558105,2.322916984558105,2.322916984558105,82.36356546726319,1.4812780794299794,2.025,2.5687219205700202,53.70093042666869,0.7739607998936099,1.8831845692225866,1.6512784957885742,,,1.980990521246416,1.7266663868649967,,,0.16305470950638812,0.126720243763355,,,1,0,0,0,0,0,0,1,0,0.8124999999999993,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-10,2.3333330154418945,2.3333330154418945,9051600,2.572916984558105,2.5625,2.5625,85.97143424500648,1.7480003643199922,2.219791603088379,2.691582841856766,42.50770550820963,0.8631991956932717,2.029017857142857,1.6910512230613015,,,2.1263678909348123,1.7993475706158666,,,0.18218702440884393,0.13653448075055996,,,1,0,0,0,0,0,0,1,0,1.0520830154418943,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-11,2.2083330154418945,2.5208330154418945,10531200,2.5208330154418945,2.291666984558105,2.291666984558105,68.82997417987188,1.9387133460889927,2.295833396911621,2.6529534477342493,31.11027579815068,0.4941666502007957,2.139880997794015,1.723248221657493,,,2.1676926643406356,1.842157954436931,,,0.21476526830663278,0.15183583025051095,,,0,0,0,0,0,0,0,0,0,0.7812499999999993,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-14,2.1145830154418945,2.322916984558105,4604400,2.3333330154418945,2.135416984558105,2.135416984558105,61.2432394696346,2.04873891279388,2.322916793823242,2.597094674852604,23.60634541524821,0.15806904524683818,2.218005997794015,1.7502368580211292,,,2.159623744395003,1.8676587396648594,,,0.21576145122997437,0.15765445370698816,,,0,0,0,0,0,0,0,0,0,0.6458339691162107,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-15,2.135416984558105,2.135416984558105,9274800,2.479166984558105,2.4375,2.4375,68.47742907418078,2.062953712363253,2.350000190734863,2.637046669106473,24.429485538198904,0.6524140093296316,2.293154852730887,1.7881156314503064,,,2.2290928082962522,1.9172101536070456,,,0.24775858842248066,0.1738366751237721,,,1,0,0,0,0,0,0,0,0,0.8958330154418943,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-16,2.3020830154418945,2.447916984558105,3024000,2.494791984558105,2.3333330154418945,2.3333330154418945,64.03855897177807,2.0657029550270702,2.3520833969116213,2.6384638387961723,24.35121494931514,0.46726315989608397,2.3407738549368724,1.8222065405412153,,,2.2551528600826627,1.9533947502883369,,,0.23399618359591345,0.17547774416659268,,,0,0,0,0,0,0,0,0,0,0.8177080154418945,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-17,2.15625,2.34375,3169200,2.34375,2.21875,2.21875,59.47177245848022,2.078614990813435,2.283333396911621,2.4880518030098075,17.931538720984264,0.34226284743384067,2.328869138445173,1.851562586697665,,,2.246052145061997,1.9764691198284816,,,0.2223721376969352,0.17652315771732385,,,0,0,0,0,0,0,0,0,0,0.6302080154418943,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-18,2.15625,2.1875,780000,2.21875,2.15625,2.15625,57.08064627953762,2.028565619524922,2.25625,2.483934380475078,20.182548961779776,0.280397759847769,2.3050595692225864,1.881155404177579,,,2.2236016087964976,1.9921022398433963,,,0.1824041032727015,0.16660810052451325,,,0,0,0,0,0,0,0,0,0,0.2447919845581057,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-21,2.1458330154418945,2.1770830154418945,574800,2.197916984558105,2.182291984558105,2.182291984558105,57.84124937288648,2.055425211812243,2.265625,2.475824788187757,18.55556750898821,0.301776642687529,2.250744138445173,1.9116951769048518,,,2.2132742027368995,2.008640478514241,,,0.14982406973357865,0.1566494804020524,,,1,0,0,0,0,0,0,0,0,0.18229198455810502,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-22,2.0625,2.166666984558105,1563600,2.1875,2.135416984558105,2.135416984558105,55.920255636662276,2.065516677158888,2.205208396911621,2.344900116664354,12.669253386516235,0.2501948845749294,2.2284227098737444,1.9401042678139426,,,2.193809898192201,2.019664522518055,,,0.1436180523001842,0.15389735167143903,,,0,0,0,0,0,0,0,0,0,-0.1666660308837895,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-23,2.1770830154418945,2.1875,3259200,2.3333330154418945,2.291666984558105,2.291666984558105,60.61568207332409,2.0869509310367604,2.1968751907348634,2.3067994504329663,10.007328605803304,0.9311686705172214,2.250744138445173,1.974905404177579,,,2.218274169783677,2.043316910521538,,,0.14677603922513782,0.15410192978696613,,,1,0,0,0,0,0,0,0,0,-0.03125,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-24,2.21875,2.3020830154418945,1216800,2.3125,2.260416984558105,2.260416984558105,59.25616644554131,2.08415982606942,2.205208587646484,2.3262573492235483,10.978440974262103,0.7280419733021106,2.2254465648106168,2.009469812566584,,,2.228809873477284,2.0621951778290657,,,0.13351952941885337,0.14885393589244722,,,0,0,0,0,0,0,0,0,0,-0.302083015441895,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-25,2.21875,2.21875,620400,2.25,2.229166984558105,2.229166984558105,57.85866489266562,2.108689554341649,2.2197919845581056,2.330894414774562,10.010165906475573,0.5421907962847191,2.2105657032557895,2.0421402671120386,1.7728125762939453,,2.2288991512474894,2.0767144653707215,1.7728125762939453,,0.10795214706414002,0.13862750668440826,0.13385417938232425,,0,0,0,0,0,0,0,0,0,-0.0625,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-28,2.21875,2.229166984558105,2574000,2.3958330154418945,2.322916984558105,2.322916984558105,60.84227543436295,2.1192216077957573,2.2479169845581053,2.3766123613204533,11.450189455074284,0.7913857587071544,2.2254467010498047,2.0790720852938565,1.7801042556762696,,2.2524036095751434,2.098123380082668,1.7943852981866575,,0.12523486415857876,0.14197146396766813,0.13554942785524848,,1,0,0,0,0,0,0,0,0,0.1875,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-29,2.3333330154418945,2.3645830154418945,4814400,2.5,2.479166984558105,2.479166984558105,65.25727940919346,2.142562131093295,2.3166669845581054,2.4907718380229156,15.030632769001105,0.9666728031015054,2.27157769884382,2.1231061762029473,1.7951042556762695,,2.309094453320884,2.131257606558793,1.82123948196593,,0.13559289425846055,0.14411890054074927,0.1367697241965371,,1,0,0,0,0,0,0,0,0,0.041666984558105025,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-30,2.4270830154418945,2.5,2517600,2.5052080154418945,2.447916984558105,2.447916984558105,63.71011411896051,2.1486997664267324,2.3479169845581054,2.5471342026894783,16.969698625768665,0.750982322055253,2.3095241274152483,2.1666668111627754,1.8098959350585937,,2.343800086130189,2.15879320464569,1.8458150703028782,,0.12122592069384552,0.1383803004937274,0.13446993109079086,,0,0,0,0,0,0,0,0,0,0.1145839691162105,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-07-31,2.3333330154418945,2.4375,1454400,2.4375,2.3958330154418945,2.3958330154418945,61.10961890129334,2.1948190136233876,2.3750001907348635,2.5551813678463393,15.173150538209,0.557810768696838,2.346726417541504,2.205492539839311,1.8251042556762695,,2.3568083184581154,2.1794053621062295,1.8673844014848004,,0.11696118665991051,0.13540522954280343,0.1332815802463716,,0,0,0,0,0,0,0,0,0,0.17708301544189453,6.1,3919.525,169.7,8271.7,6.220454545,5.521290323
1997-08-01,2.25,2.34375,3588000,2.416666984558105,2.416666984558105,2.416666984558105,61.781623944857806,2.30659790212763,2.412500190734863,2.5184024793420963,8.779463646382109,0.5196728223631483,2.3645835603986467,2.2464489936828613,1.8448959350585938,,2.371772984983113,2.2000368075368275,1.8889248949386557,,0.12938763613445925,0.1381236430223951,0.13459081178800836,,1,0,0,0,0,0,0,0,0,0.260416984558105,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-04,2.3020830154418945,2.375,2671200,2.4114580154418945,2.3125,2.3125,56.52270994345913,2.297377674860091,2.4104167938232424,2.523455912786394,9.37921767329345,0.0668897868216695,2.3720239911760603,2.2793561762029473,1.8632292747497559,,2.3569547387373344,2.2098162155771037,1.9055356833724337,,0.12438447710084422,0.13562376102044782,0.13360195642377293,,0,0,0,0,0,0,0,0,0,0.13020801544189498,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-05,2.1458330154418945,2.3333330154418945,3032400,2.3333330154418945,2.2083330154418945,2.2083330154418945,51.77642814832493,2.1832451214252964,2.35625,2.529254878574704,14.684764229152576,0.07250631954221212,2.3690477098737444,2.2928504943847656,1.8773959350585938,,2.3197993079134744,2.2096872416523032,1.9174100885516283,,0.14016335782563294,0.14013473832301715,0.13571560519146808,,0,0,0,0,0,0,0,0,0,0.0729160308837895,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-06,2.1875,2.2083330154418945,1243200,2.3125,2.25,2.25,53.459894985107425,2.1555074025442726,2.316666603088379,2.477825803632485,13.913024889232037,0.293165382853418,2.358630997794015,2.304214130748402,1.890729274749756,,2.302349480935106,2.2131926988999293,1.9304528301770547,,0.1363725183692246,0.138818674121016,0.13529538538003805,,1,0,0,0,0,0,0,0,0,-0.041666984558105025,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-07,2.125,2.25,2034000,2.260416984558105,2.1770830154418945,2.1770830154418945,50.15982952572822,2.10294883085998,2.2729166030883787,2.4428843753167775,14.955918047978624,0.2180830624828534,2.3154761450631276,2.298532312566584,1.9036459350585937,,2.271032864561803,2.2100527264253174,1.940124602148225,,0.1361336349164448,0.13852287502858873,0.1353001539752563,,0,0,0,0,0,0,0,0,0,-0.0833339691162105,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-08,2.104166984558105,2.166666984558105,2211600,2.3020830154418945,2.291666984558105,2.291666984558105,54.873959250084454,2.147224163936576,2.247916603088379,2.3486090422401817,8.958734413319702,0.7172475999104986,2.293154716491699,2.2971118580211294,1.919375114440918,,2.2761913945608785,2.217149618436864,1.9539105779290047,,0.1515792339082811,0.14368749727686714,0.13775567855990456,,1,0,0,0,0,0,0,0,0,0.0625,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-11,2.25,2.291666984558105,1239600,2.3333330154418945,2.328125,2.328125,56.29057147300793,2.141909562765062,2.251041603088379,2.360173643411696,9.696137128126836,0.8531657462063936,2.283482142857143,2.28645844893022,1.935937614440918,,2.2891747959206588,2.2267996516162674,1.968585653304338,,0.134517679291684,0.1384392814651303,0.13562145647684565,,1,0,0,0,0,0,0,0,0,0.005208015441894975,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-12,2.197916984558105,2.28125,571200,2.3020830154418945,2.197916984558105,2.197916984558105,50.226229186243,2.1363040381791945,2.248958396911621,2.3616127556440474,10.01835862211848,0.27346010874400317,2.252232142857143,2.2821970852938565,1.9496876144409179,,2.2663603430800205,2.2242881153503404,1.9775790388437016,,0.1269297671897105,0.1354589988058832,0.13438791037515707,,0,0,0,0,0,0,0,0,0,-0.28125,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-13,2.166666984558105,2.229166984558105,590400,2.229166984558105,2.197916984558105,2.197916984558105,50.22622918624299,2.1187908241726827,2.2385417938232424,2.358292763473802,10.699015759364938,0.330377952747761,2.235863140651158,2.2850379943847656,1.964062614440918,,2.249249503449542,2.22199497354232,1.9862197425972077,,0.11082232539228265,0.12911473804015472,0.13156877663495492,,0,0,0,0,0,0,0,0,0,-0.25,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-14,2.119791984558105,2.1770830154418945,1041600,2.25,2.15625,2.15625,48.29525601561728,2.1052757766406067,2.2343751907348635,2.36347460482912,11.555750764650877,0.1974223652253623,2.2284227098737444,2.272253903475675,1.978854274749756,,2.2259996275871563,2.216278019321249,1.9928875958286898,,0.11566874790468562,0.12920980564030593,0.13151541345091333,,0,0,0,0,0,0,0,0,0,-0.23958301544189453,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
1997-08-15,1.9375,2.135416984558105,1597200,2.15625,2.1145830154418945,2.1145830154418945,46.37519046674247,2.0557679151114776,2.198958396911621,2.3421488787117646,13.02348257258989,0.20537363793672908,2.2090774263654436,2.2623107216574927,1.9903125953674317,,2.1981454745508406,2.2074349755056533,1.9976599652252862,,0.14143906092851433,0.13699590949767027,0.1349363776293091,,0,0,0,0,0,0,0,0,0,-0.3020839691162105,6.0,3948.2,169.8,8314.6,6.298571429,5.542258065
