date,psr,m2,ccpi,dspic,ir,ffer,sp500_close,sp500_return,sp500_BBB_5_2.0,sp500_BBP_5_2.0,sp500_ema_5,sp500_ema_22,sp500_ema_252
1996-07-13,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-14,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-15,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-16,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-17,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-18,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-19,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-20,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-21,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-22,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-23,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-24,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-25,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-26,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-27,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-28,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-29,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-30,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-07-31,6.7,3730.08,165.7,7999.4,6.865454545,5.396451612999999,,,,,,,
1996-08-01,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-02,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-03,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-04,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-05,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-06,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-07,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-08,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-09,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-10,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-11,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-12,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-13,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-14,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-15,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-16,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-17,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-18,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-19,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-20,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-21,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-22,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-23,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-24,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-25,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-26,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-27,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-28,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-29,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-30,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-08-31,6.6,3742.825,166.0,8019.8,6.635454545,5.222903226000001,,,,,,,
1996-09-01,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-02,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-03,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-04,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-05,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-06,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-07,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-08,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-09,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-10,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-11,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-12,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-13,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-14,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-15,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-16,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-17,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-18,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-19,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-20,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-21,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-22,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-23,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-24,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-25,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-26,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-27,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-28,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-29,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-09-30,6.7,3742.02,166.5,8038.7,6.832000000000001,5.2989999999999995,,,,,,,
1996-10-01,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-02,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-03,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-04,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-05,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-06,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-07,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-08,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-09,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-10,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-11,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-12,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-13,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-14,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-15,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-16,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-17,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-18,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-19,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-20,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-21,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-22,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-23,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-24,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-25,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-26,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-27,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-28,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-29,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-30,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-10-31,6.4,3759.35,166.8,8038.2,6.5336363639999995,5.238064516000001,,,,,,,
1996-11-01,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-02,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-03,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-04,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-05,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-06,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-07,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-08,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-09,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-10,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-11,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-12,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-13,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-14,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-15,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-16,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-17,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-18,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-19,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-20,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-21,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-22,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-23,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-24,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-25,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-26,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-27,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-28,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-29,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-11-30,6.4,3790.25,167.2,8060.2,6.203684211000001,5.311,,,,,,,
1996-12-01,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-02,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-03,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-04,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-05,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-06,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-07,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-08,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-09,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-10,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-11,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-12,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-13,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-14,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-15,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-16,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-17,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-18,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-19,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-20,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-21,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-22,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-23,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-24,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-25,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-26,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-27,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-28,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-29,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-30,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1996-12-31,6.4,3834.76,167.4,8087.7,6.302380952,5.294516129,,,,,,,
1997-01-01,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-02,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-03,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-04,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-05,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-06,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-07,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-08,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-09,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-10,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-11,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-12,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-13,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-14,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-15,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-16,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-17,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-18,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-19,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-20,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-21,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-22,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-23,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-24,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-25,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-26,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-27,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-28,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-29,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-30,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-01-31,6.2,3845.225,167.8,8110.8,6.579047619,5.254516129,,,,,,,
1997-02-01,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-02,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-03,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-04,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-05,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-06,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-07,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-08,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-09,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-10,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-11,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-12,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-13,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-14,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-15,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-16,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-17,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-18,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-19,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-20,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-21,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-22,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-23,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-24,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-25,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-26,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-27,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-02-28,6.2,3831.625,168.1,8133.4,6.419473684,5.1857142860000005,,,,,,,
1997-03-01,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-02,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-03,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-04,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-05,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-06,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-07,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-08,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-09,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-10,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-11,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-12,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-13,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-14,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-15,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-16,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-17,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-18,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-19,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-20,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-21,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-22,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-23,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-24,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-25,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-26,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-27,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-28,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-29,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-30,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-03-31,6.4,3868.18,168.4,8172.1,6.6945,5.386129032,,,,,,,
1997-04-01,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-02,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-03,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-04,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-05,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-06,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-07,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-08,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-09,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-10,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-11,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-12,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-13,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-14,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-15,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-16,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-17,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-18,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-19,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-20,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-21,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-22,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-23,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-24,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-25,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-26,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-27,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-28,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-29,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-04-30,6.5,3910.35,168.9,8178.2,6.885454545,5.507333332999999,,,,,,,
1997-05-01,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-02,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-03,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-04,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-05,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-06,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-07,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-08,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-09,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-10,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-11,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
1997-05-12,6.8,3866.45,169.2,8214.1,6.710952381,5.504193548,,,,,,,
